date,price,year,month,quarter,month_sin,month_cos,lag_1,lag_2,lag_3,lag_6,lag_12,roll_mean_3,roll_mean_6,roll_mean_12,roll_std_3,roll_std_6,momentum_1,momentum_3,pct_change_1,pct_change_3,ewm_3,ewm_6,price_to_roll3,price_to_roll12,volatility_3
1837-10-01,18.93,1837,10,4,-0.8660254037844386,0.5000000000000001,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1837-11-01,18.93,1837,11,4,-0.5000000000000004,0.8660254037844384,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1837-12-01,18.93,1837,12,4,-2.4492935982947064e-16,1.0,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1838-01-01,18.93,1838,1,1,0.49999999999999994,0.8660254037844387,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1838-02-01,18.93,1838,2,1,0.8660254037844386,0.5000000000000001,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1838-03-01,18.93,1838,3,1,1.0,6.123233995736766e-17,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1838-04-01,18.93,1838,4,2,0.8660254037844387,-0.4999999999999998,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1838-05-01,18.93,1838,5,2,0.49999999999999994,-0.8660254037844387,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1838-06-01,18.93,1838,6,2,1.2246467991473532e-16,-1.0,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1838-07-01,18.93,1838,7,3,-0.4999999999999997,-0.8660254037844388,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1838-08-01,18.93,1838,8,3,-0.8660254037844384,-0.5000000000000004,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1838-09-01,18.93,1838,9,3,-1.0,-1.8369701987210297e-16,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1838-10-01,18.93,1838,10,4,-0.8660254037844386,0.5000000000000001,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1838-11-01,18.93,1838,11,4,-0.5000000000000004,0.8660254037844384,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1838-12-01,18.93,1838,12,4,-2.4492935982947064e-16,1.0,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1839-01-01,18.93,1839,1,1,0.49999999999999994,0.8660254037844387,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1839-02-01,18.93,1839,2,1,0.8660254037844386,0.5000000000000001,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1839-03-01,18.93,1839,3,1,1.0,6.123233995736766e-17,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1839-04-01,18.93,1839,4,2,0.8660254037844387,-0.4999999999999998,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1839-05-01,18.93,1839,5,2,0.49999999999999994,-0.8660254037844387,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1839-06-01,18.93,1839,6,2,1.2246467991473532e-16,-1.0,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1839-07-01,18.93,1839,7,3,-0.4999999999999997,-0.8660254037844388,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1839-08-01,18.93,1839,8,3,-0.8660254037844384,-0.5000000000000004,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1839-09-01,18.93,1839,9,3,-1.0,-1.8369701987210297e-16,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1839-10-01,18.93,1839,10,4,-0.8660254037844386,0.5000000000000001,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1839-11-01,18.93,1839,11,4,-0.5000000000000004,0.8660254037844384,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1839-12-01,18.93,1839,12,4,-2.4492935982947064e-16,1.0,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1840-01-01,18.93,1840,1,1,0.49999999999999994,0.8660254037844387,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1840-02-01,18.93,1840,2,1,0.8660254037844386,0.5000000000000001,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1840-03-01,18.93,1840,3,1,1.0,6.123233995736766e-17,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1840-04-01,18.93,1840,4,2,0.8660254037844387,-0.4999999999999998,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1840-05-01,18.93,1840,5,2,0.49999999999999994,-0.8660254037844387,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1840-06-01,18.93,1840,6,2,1.2246467991473532e-16,-1.0,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1840-07-01,18.93,1840,7,3,-0.4999999999999997,-0.8660254037844388,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1840-08-01,18.93,1840,8,3,-0.8660254037844384,-0.5000000000000004,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1840-09-01,18.93,1840,9,3,-1.0,-1.8369701987210297e-16,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1840-10-01,18.93,1840,10,4,-0.8660254037844386,0.5000000000000001,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1840-11-01,18.93,1840,11,4,-0.5000000000000004,0.8660254037844384,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1840-12-01,18.93,1840,12,4,-2.4492935982947064e-16,1.0,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1841-01-01,18.93,1841,1,1,0.49999999999999994,0.8660254037844387,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1841-02-01,18.93,1841,2,1,0.8660254037844386,0.5000000000000001,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1841-03-01,18.93,1841,3,1,1.0,6.123233995736766e-17,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1841-04-01,18.93,1841,4,2,0.8660254037844387,-0.4999999999999998,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1841-05-01,18.93,1841,5,2,0.49999999999999994,-0.8660254037844387,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1841-06-01,18.93,1841,6,2,1.2246467991473532e-16,-1.0,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1841-07-01,18.93,1841,7,3,-0.4999999999999997,-0.8660254037844388,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1841-08-01,18.93,1841,8,3,-0.8660254037844384,-0.5000000000000004,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1841-09-01,18.93,1841,9,3,-1.0,-1.8369701987210297e-16,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1841-10-01,18.93,1841,10,4,-0.8660254037844386,0.5000000000000001,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1841-11-01,18.93,1841,11,4,-0.5000000000000004,0.8660254037844384,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1841-12-01,18.93,1841,12,4,-2.4492935982947064e-16,1.0,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1842-01-01,18.93,1842,1,1,0.49999999999999994,0.8660254037844387,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1842-02-01,18.93,1842,2,1,0.8660254037844386,0.5000000000000001,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1842-03-01,18.93,1842,3,1,1.0,6.123233995736766e-17,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1842-04-01,18.93,1842,4,2,0.8660254037844387,-0.4999999999999998,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1842-05-01,18.93,1842,5,2,0.49999999999999994,-0.8660254037844387,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1842-06-01,18.93,1842,6,2,1.2246467991473532e-16,-1.0,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1842-07-01,18.93,1842,7,3,-0.4999999999999997,-0.8660254037844388,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1842-08-01,18.93,1842,8,3,-0.8660254037844384,-0.5000000000000004,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1842-09-01,18.93,1842,9,3,-1.0,-1.8369701987210297e-16,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1842-10-01,18.93,1842,10,4,-0.8660254037844386,0.5000000000000001,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1842-11-01,18.93,1842,11,4,-0.5000000000000004,0.8660254037844384,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1842-12-01,18.93,1842,12,4,-2.4492935982947064e-16,1.0,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1843-01-01,18.93,1843,1,1,0.49999999999999994,0.8660254037844387,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1843-02-01,18.93,1843,2,1,0.8660254037844386,0.5000000000000001,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1843-03-01,18.93,1843,3,1,1.0,6.123233995736766e-17,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1843-04-01,18.93,1843,4,2,0.8660254037844387,-0.4999999999999998,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1843-05-01,18.93,1843,5,2,0.49999999999999994,-0.8660254037844387,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1843-06-01,18.93,1843,6,2,1.2246467991473532e-16,-1.0,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1843-07-01,18.93,1843,7,3,-0.4999999999999997,-0.8660254037844388,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1843-08-01,18.93,1843,8,3,-0.8660254037844384,-0.5000000000000004,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1843-09-01,18.93,1843,9,3,-1.0,-1.8369701987210297e-16,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1843-10-01,18.93,1843,10,4,-0.8660254037844386,0.5000000000000001,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1843-11-01,18.93,1843,11,4,-0.5000000000000004,0.8660254037844384,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1843-12-01,18.93,1843,12,4,-2.4492935982947064e-16,1.0,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1844-01-01,18.93,1844,1,1,0.49999999999999994,0.8660254037844387,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
1844-02-01,18.93,1844,2,1,0.8660254037844386,0.5000000000000001,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,0.0,0.0,0.0,0.0,0.0,0.0,18.93,18.93,1.0,1.0,0.0
